id,name,price,onSale,color,material,condition,occasion,brand,manufacturer,hasHeels,countryOfOrigin
AVpffgaE1cnluZ0-lsKL,Yu&yu Women's Shoes Chunky Heel Round Toe Oxfords With Lace-up Casual More Colors Available,112.15,FALSE,"Black,Beige",,,,,Qianyuyu,FALSE,
AVpfFGcZilAPnD_xUf33,Fit In Clouds Silver Studs Foldup Shoes by FIC,31.99,FALSE,Silver,,,,FIC,,FALSE,China
AVpfFgfwilAPnD_xUpAS,New Balance Wx711 Women  Round Toe Synthetic  Running Shoe,34.99,FALSE,Gray,Synthetic,,,New Balance,New Balance,FALSE,
AVpfFgQjilAPnD_xUo7L,"Gameday Boots Womens 10 Short Brass Leather Mississippi State Cowboy Boots (6)""",133.99,FALSE,Brown,Leather,,,Gameday Boots,GameDay Boots,FALSE,
AVpfFgq-LJeJML432FOy,Bp517-gilda 4'' Heel Shoe,44.88,FALSE,Blk,,,,ELLIE SHOES,ELLIE SHOES,FALSE,
AVpfFgUbLJeJML432FHm,Valanty Graceful Satin Stiletto Heel Pumps With Satin Ruffle For Wedding/special Occasion,216,FALSE,Purple,,,,,Valanty,FALSE,
AVpffGvOLJeJML43-CWV,Style & Co Bellaa   Round Toe Suede  Winter Boot,79,FALSE,,Suede,,,S.C.,S.C.,TRUE,
AVpfFhbuLJeJML432FeU,Glister Denise Strappy Lace Up Open Toe Tassel Ankle Strap Stiletto Heel Pump Shoe Red,35.99,FALSE,Red,,,,Glister,,TRUE,
AVpffHskLJeJML43-Ckc,"Pajar 1695 Womens Iceberg Brown Suede Winter Boots Shoes 11 Medium (b,m) Bhfo",34.79,FALSE,BrownTaupe,Leather,New with box,,Pajar,,FALSE,
AVpffHYBLJeJML43-CfQ,Women's Loudmouth Flip Flops,22.49,FALSE,"Betsy Ross,Shagadelic White,Scribblz,Paint Balls,Miami Slice,Disco Balls,Shiver Me Timbers,Shagadelic Black,Magic Bus,Dipstick,Drop Cloth,Pazeltine",,,,DAWGS,"USA Dawgs, Inc.",FALSE,
AVpfFIcPLJeJML4318s_,Dc Comics Batman Batmobile Slippers (medium 7/8),19.95,FALSE,,,,,DC Comics,Concept One,FALSE,
AVpffIkaLJeJML43-C0S,Yu&yu Women's Shoes Fabric Flat Heel Comfort Fashion Sneakers Outdoor/athletic/casual Blue/pink/gray,86.76,FALSE,"Blue,Fuchsia,Grey",,,,,Qianyuyu,FALSE,
AVpffil-1cnluZ0-ls0U,Hunter Women's Bota Original Tall Gloss Navy Knee-high Rubber Rain Boot - 6m,150,FALSE,,,,,Hunter,Hunter,FALSE,
AVpfFit-1cnluZ0-dndY,Penny Loves Kenny Sioux Women  Open Toe Suede Blue Gladiator Sandal,69,FALSE,Blue,Suede,,,Penny Loves Kenny,Penny Loves Kenny,TRUE,
AVpffJ5P1cnluZ0-llsU,Open Front Jumping Boot W/fleece,31.24,FALSE,"Black,White",,,,,Intrepid International,FALSE,
AVpffJi_ilAPnD_xcmNo,Otbt Bushnell Gold Womens Shoes Size 10 M Heels Msrp $125,56.25,FALSE,Golds,Leather,,,OTBT,,TRUE,
AVpffJOjLJeJML43-DA0,Exe By Tsakiris Mallas Lola Women Us 8.5 Black Mid Calf Boot Eu 39,80,FALSE,,Canvas,,,EXE BY TSAKIRIS MALLAS,,TRUE,
AVpffJpB1cnluZ0-llnB,"Saucony Womens Kilkenny Xc Mesh Athletic Running, Cross Training Shoes",19.99,FALSE,"White,Vizi Orange,PinkWhite,Grey,GreySlimePink,Citron,Pink,Vizi OrangeCitron,Gray,Slime",Man Made,,,Saucony,Saucony,TRUE,
AVpfFJRwLJeJML4319AQ,Women's Mobils By Mephisto Bregalia Sandal,259.95,FALSE,"Denim Leather,Steel Leather",,,,mobils by Mephisto,,FALSE,
AVpfFk3iLJeJML432Gqx,Cole Haan Women's Paz Ii Sandals,78.09,FALSE,"Black Patent,Snake Print,Fiery Red Patent,Maple Sugar Parent",,,,Cole Haan,Cole Haan,FALSE,
AVpfF-k3LJeJML432Pm3,Bloch Dance Womens Jason Samuels Smith Shoe,143.99,FALSE,Black,,,,Bloch,,FALSE,
AVpfFK5sLJeJML4319jm,Ladies Suede Soft Insole Comfortable Ballet Flats Ochre Us 7,30.99,FALSE,Brown,PVC||Faux Suede,,,Britchel,,FALSE,
AVpfFkDy1cnluZ0-dn7R,Easy Spirit Ranielle   Pointed Toe Leather  Heels,80,FALSE,Multicolor,Leather,,,Easy Spirit,Easy Spirit,TRUE,
AVpffkGhilAPnD_xct2x,Coloriffics Angela Women Us 5.5 Silver Heels,150,FALSE,,Synthetic,,,Coloriffics,,TRUE,
AVpffkk_LJeJML43-K3X,Corso Como Astrid Women Us 9 Bronze Flats Blemish 11283,12.99,FALSE,Metallic,Leather,,,Corso Como,,TRUE,
AVpffKneLJeJML43-Dbs,Qupid Women's Madge Taupe Fringe Ankle Boot,39.99,FALSE,Taupe,,,Casual,Qupid,,TRUE,
AVpffl2CilAPnD_xcuXR,Women's Luichiny Kay Cee Army Imi Suede by Luichiny,89.95,FALSE,Black,,,,Luichiny,,TRUE,United States
AVpffLjH1cnluZ0-lmKh,Nike Women's Core Motion Tr 2 Mesh Training Shoe,51.52,FALSE,,Mesh,,Training Shoes,Nike,Nike,FALSE,
AVpfFltsilAPnD_xUq0H,Bucco Capensis Harriet Women  Round Toe Synthetic  Knee High Boot,70,FALSE,,Synthetic,,,Bucco Capensis,Bucco Capensis,TRUE,
AVpfFlXRilAPnD_xUqsD,Seychelles Madhouse   Round Toe Leather  Bootie,180,FALSE,,Leather,,,Seychelles,Seychelles,TRUE,
AVpffM2SilAPnD_xcnMy,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia, Fuchsia-us8.5 / Eu39 / Uk6.5 / Cn40 , Fuchsia-us8.5 / Eu39 / Uk6.5 / Cn40",88,FALSE,,,,,,SNEED,FALSE,
AVpfFMAe1cnluZ0-dfdr,"Nightmare Before Christmas Jack Cozy Slipper Socks, Large/x-large",14.37,FALSE,,,,,BioWorld,BioWorld,FALSE,
AVpfFmNX1cnluZ0-dosg,"Fuzzy Monkey Slippers, Youth Medium",6.99,FALSE,,,,,The Petting Zoo,,FALSE,
AVpfFMo0LJeJML431-NY,Buy Enlarge 0-587-26919-7p20x30 Thai Lady Slipper Orchid; Cypripedioidea- Paper Size P20x30,26.88,FALSE,,,,,BuyEnlarge,,FALSE,
AVpfFMSC1cnluZ0-dfkj,Michael Michael Kors Yvonne Platform Women Open Toe Suede Black Platform Sandal,165,FALSE,Black,Suede,,,MICHAEL Michael Kors,MICHAEL Michael Kors,TRUE,
AVpfFmuRilAPnD_xUrK5,Women's Fluffy Z Slippers,17.84,FALSE,"Baby Blue,Black,Leopard,Soft Pink,Tiger,White,Zebra",,,,DAWGS,"USA Dawgs, Inc.",FALSE,
AVpfFnB2LJeJML432Hbo,Yu&yu Women's Shoes Canvas Flat Heel Round Toe Fashion Sneakers Athletic Casual Black/blue,77.46,FALSE,"Blue,Black",,,,,Qianyuyu,FALSE,
AVpffNkXilAPnD_xcnab,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia, Pink-us5 / Eu35 / Uk3 / Cn34 , Pink-us5 / Eu35 / Uk3 / Cn34",86,FALSE,,,,,,SNEED,FALSE,
AVpfFnmGLJeJML432Hnv,Olivia Miller Women's 'roma' Sandals,46,FALSE,"Black,Cognac",,,,Olivia Miller,Olivia Miller,FALSE,
AVpfFNXAilAPnD_xUiUt,Women's L&#x27;artiste By Spring Step Bewitched Open Toe Bootie Grey Leather By L'artiste By Spring Step,89.95,FALSE,,,,,L'Artiste by Spring Step,,FALSE,
AVpfFNYuilAPnD_xUiVS,'fe Lo Classic' Canvas Sneaker (women),64.95,FALSE,,,,,Feiyue.,,FALSE,
AVpffobTLJeJML43-L_T,Rock & Candy Surf Women  Round Toe Canvas  Sneakers,69,FALSE,Blue,Canvas,,athletic,Rock & Candy,Rock & Candy,FALSE,
AVpfFOBzilAPnD_xUikF,Funtasma By Pleaser Electra Women Us 9 Blue Knee High Boot Pre Owned 1665,22.99,FALSE,Blue,Synthetic,,,Funtasma by Pleaser,,TRUE,
AVpffocr1cnluZ0-luiv,Very Volatile Foster Women  Round Toe Suede Black Bootie,130,FALSE,,Suede,,,Very Volatile,Very Volatile,TRUE,
AVpffOE5ilAPnD_xcnkj,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia, Nude-us9.5-10 / Eu41 / Uk7.5-8 / Cn42 , Nude-us9.5-10 / Eu41 / Uk7.5-8 / Cn42",88,FALSE,,,,,,SNEED,FALSE,
AVpfFOG6LJeJML431-vV,Rachel Rachel Roy Miyang Pumps Heels Shoes New/display,120,FALSE,Orange,,,,Rachel Rachel Roy,,FALSE,
AVpfFoJ6LJeJML432H1G,Coloriffics Danica Women Us 10 White Peep Toe Heels,121,FALSE,,Canvas,,,Coloriffics,,TRUE,
AVpfFOlpLJeJML431-68,Sam Edelman Kemper Women  Round Toe Suede  Bootie,185,FALSE,,Suede,,,Sam Edelman,Sam Edelman,FALSE,
AVpfFOMiLJeJML431-x0,Nine West Authority Women  Open-toe Synthetic Multi Color Heels,89,FALSE,Multicolor,Synthetic,,,Nine West,Nine West,FALSE,
AVpfFp3nilAPnD_xUsOW,New Balance Wsd400 Women Us 10 Orange Cleats Pre Owned 1188,41.99,FALSE,Orange,Synthetic,,,New Balance,,TRUE,
AVpfFPd_ilAPnD_xUjFE,Canyon River Blues Women's Mira Black Slouched Knee-high Riding Boot,99.99,FALSE,Black,,,Casual,Canyon River Blues,,TRUE,
AVpfFPj2LJeJML431_SA,Nature Breeze Corey-01 Womens Buckle Trim Side Zip Ribbed Knee High Riding Boots,57.98,FALSE,TAN,,,Casual,Nature Breeze,,TRUE,
AVpffPn2ilAPnD_xcn_D,Franco Sarto Rina   Open Toe Leather  Wedge Heel,89,FALSE,Brown,Leather,,,Franco Sarto,Franco Sarto,TRUE,
AVpfFPrvLJeJML431_Uk,Ugg Women's Sand Classic Short,175.99,FALSE,"Beige,Blue,Chocolate,Port,Black,Purple,Chestnut,Feather,Navy,Sangria,Dolphinblue,Sand","Suede,Sheepskin",,,Ugg,UGG Australia,TRUE,
AVpffPTVilAPnD_xcn4_,Touch Ups Womens Melanie Silver 7 W,46.72,FALSE,,,,,Touch Ups,,FALSE,
AVpffPy8ilAPnD_xcoCx,Isaac Mizrahi Alley Women W Pointed Toe Canvas  Flats,170,FALSE,Multicolor,Canvas,,,Isaac Mizrahi,Isaac Mizrahi,TRUE,
AVpffQByilAPnD_xcoHR,Liz Claiborne Emma Women  Round Toe Canvas Black Bootie,65,FALSE,,Canvas,,,Liz Claiborne,Liz Claiborne,TRUE,
AVpffqf0ilAPnD_xcvuT,Aerosoles Ride Line Wide Calf Women  Round Toe Synthetic Black Knee High Boot,120,FALSE,,Synthetic,,fashion,Aerosoles,Aerosoles,TRUE,
AVpfFqFoLJeJML432Icl,Madeline Taken For A Ride Women  Round Toe Synthetic  Knee High Boot,75,FALSE,,Synthetic,,,Madeline,Madeline,TRUE,
AVpfFqgt1cnluZ0-dqJh,Touch Ups Monaco Womens Gold Sandals 6 M,53.2,FALSE,Gold,,,,Touch Ups,,FALSE,
AVpfFQk61cnluZ0-dhIL,Brinley Co. Womens Sling-back T-strap Sandals,24.99,FALSE,"Black,Natural,Red",,,,Brinley Co.,Brinley Co,TRUE,
AVpfFqL_ilAPnD_xUsU5,Skechers On The Go Chugga Fitness Women's Shoes Size,65,FALSE,Navy,,,,SKECHERS,,FALSE,
AVpffqlEilAPnD_xcvvt,Pelle Moda Shane Women  Open Toe Suede  Wedge Sandal,140,FALSE,,Suede,,,Pelle Moda,Pelle Moda,TRUE,
AVpfFQp2ilAPnD_xUjfu,Kenneth Cole Reaction Fond High   Pointed Toe Leather  Heels,100,FALSE,,Leather,,,Kenneth Cole Reaction,Kenneth Cole Reaction,TRUE,
AVpfFQqGilAPnD_xUjf6,Bongo Women's Carole Black Platform Peep-toe Heel,39.99,FALSE,"Brown,Black",,,,Bongo,,TRUE,
AVpfFquLLJeJML432IqK,Rampage Women Kayson Wedge Shoes,26.99,FALSE,,,,,Rampage,Rampage,FALSE,
AVpffR6bLJeJML43-Fkp,Acorn Women Chinchilla Flower Slippers,48.88,FALSE,,,,,Acorn,Totes,FALSE,
AVpfFRHT1cnluZ0-dhUB,La Plume Womens Lucille Leather Snake Skin Pumps,42.49,FALSE,Bone,Leather,New with box,,La Plume,La Plume,TRUE,
AVpffRLj1cnluZ0-ln1o,Michael Michael Kors Women's Del Rey Espadrille Sneakers,52.99,FALSE,,,,,MICHAEL Michael Kors,MICHAEL Michael Kors,TRUE,
AVpffRN8ilAPnD_xcod8,Yu&yu Women's Shoes Round Toe Platform Loafers Shoes More Colors Available,126.18,FALSE,"White,Black",,,,,Qianyuyu,FALSE,
AVpff-rt1cnluZ0-l1Me,Touch Ups Womens Melanie Bronze 9.5 W,46.9,FALSE,,,,,Benjamin Walk,,FALSE,
AVpfFs2c1cnluZ0-dq8-,Easy Spirit Eilena Women  Round Toe Suede  Mules,79,FALSE,,Suede,,,Easy Spirit,Easy Spirit,FALSE,
AVpffS491cnluZ0-loXZ,Via Spiga Womens Vashti Suede Heels Ankle Boots,167.99,FALSE,Military,Leather,,,Via Spiga,Via Spiga,TRUE,
AVpfFs5u1cnluZ0-dq90,Womens Badgley Mischka Roxy Ankle Strap Sparkle Dress Sandals - Nude,235,FALSE,Ivory,Satin,,,Badgley Mischka,Badgley Mischka,TRUE,
AVpfFsMVLJeJML432JJW,Charter Club Women's Faux Fur Flexible Slippers,10.31,FALSE,,,,,Charter Club,Charter Club,FALSE,
AVpfFt_rLJeJML432JxL,Calfskin Jensen Sandal,795,FALSE,"RL Gold,Black",,,,Ralph Lauren,,FALSE,
AVpfFTcILJeJML432AoI,Hunter Women's Bota Original Tall Gloss Navy Knee-high Rubber Rain Boot - 9m,92.99,FALSE,Gloss Navy,,,,Hunter,Hunter,FALSE,
AVpffTgh1cnluZ0-lohQ,Bogs Seymour Women  Round Toe Leather  Boot,300,FALSE,Brown,Leather,,,Bogs,Bogs,TRUE,
AVpfFTnUilAPnD_xUkgx,Lucky Womens Nolan 2 Brindle Indiana Ankle Boot Shoe Ret 139,68.96,FALSE,,,,,Lucky,,FALSE,
AVpffTvH1cnluZ0-lolG,Women's Ellie Funk-500 White,27.95,FALSE,,,,,Ellie,,FALSE,United States
AVpfFTVk1cnluZ0-diFm,Nine West Breeze Women  Open Toe Canvas  Wedge Sandal,89,FALSE,Red,Canvas,,,Nine West,Nine West,TRUE,
AVpfFubD1cnluZ0-drfo,Yves Saint Laurent Woodstock Women  Open Toe Leather  Platform Sandal,720,FALSE,,Leather,,,Yves Saint Laurent,Yves Saint Laurent,TRUE,
AVpffUeFLJeJML43-GTz,Via Spiga Jacqueline Women  Open Toe Synthetic  Sandals,195,FALSE,White,Synthetic,,,Via Spiga,Via Spiga,TRUE,
AVpfF-UjLJeJML432Pg-,Crocs Men's Classic Ankle-high Rubber Sandal,34.99,FALSE,"Blue,White,Black,Lapis,Navy,Chocolate,Khaki,Neon Magenta",,,Casual,Crocs,Crocs,FALSE,
AVpffUoFLJeJML43-GW8,Call It Spring Euterpe Women  Round Toe Synthetic Black Boot,60,FALSE,Black,Synthetic,,,Call It Spring,Call It Spring,TRUE,
AVpffuutLJeJML43-N6i,Slingback Sandal (women),565,FALSE,,,,,Adieu,,FALSE,
AVpfFuWxilAPnD_xUtve,Reebok Skyscape Chase   Round Toe Synthetic  Sneakers,75,FALSE,,Synthetic,,,Reebok,,FALSE,
AVpfFvb61cnluZ0-dr0V,Reebok Women's Sublite Train 2.0 Athletic Shoe,59.99,FALSE,,,,,Reebok,,FALSE,
AVpfFVm11cnluZ0-di4X,Toms Women's Clarissa Casual Shoe,47.82,FALSE,,Textile,,Lifestyle,TOMS,Toms,FALSE,
AVpff-VMilAPnD_xc1uY,Nine West Casandre Women  Open Toe Leather Black Slides Sandal,50,FALSE,Black,Leather,,,Nine West,Nine West,FALSE,
AVpffvPDilAPnD_xcxMA,Women's Cliffs by White Mountain Bernice Silver Metallic Synthetic by Cliffs By White Mountain,42.95,FALSE,,,,,Cliffs By White Mountain,,TRUE,United States
AVpfFW0qLJeJML432B0a,Guess Women's Paprikaa Platform Shoe,66.99,FALSE,"Black Suede,Medium Natural Leather,Black Leather",,,,GUESS,Guess,FALSE,
AVpfFw1OilAPnD_xUujk,I-roc W111b10.5 Womens Athletic Blue Lace Shoes,176.71,FALSE,,,,,I-Roc,,FALSE,
AVpfFWaVLJeJML432BrI,Lucky Brand Abbee   Pointed Toe Leather  Flats,80,FALSE,,Leather,,,Lucky Brand,Lucky Brand,TRUE,
AVpfFWD9ilAPnD_xUlYL,"Lifestride 9770 Womens Sasha Black Riding Boots Shoes 9 Wide (c,d,w) Bhfo",9.5,FALSE,Black,Synthetic,New with box,,LifeStride,,FALSE,
AVpfFWgd1cnluZ0-djM_,Miz Mooz Lagoon   Open Toe Leather  Thong Sandal,60,FALSE,Red,Leather,,,Miz Mooz,Miz Mooz,TRUE,
AVpfFwIpilAPnD_xUuUX,Journee Collection Women's 'Chloe' Regular and Wide-calf Button Detail Knee-high Riding Boot by Journee Collection,52.99,FALSE,"Black,Brown,Black Brown",,,,Journee Collection,,TRUE,China
AVpffWLX1cnluZ0-lpUf,Diane Von Furstenberg Women's Ursula Dress Sandal,375,FALSE,"Tortoise Patent,Gold Specchio",,,,Diane von Furstenberg,,FALSE,
AVpfFWOK1cnluZ0-djGa,Minnetonka Women's Leopard Kilty Moccasin,44.95,FALSE,"Black,Taupe,Beige,Dusty",suede,,,Minnetonka,Minnetonka,FALSE,
AVpffx6G1cnluZ0-lxYJ,"Women's Shoes 5 Open Toe Pump With Metal Spikes Detail On Topline Black Soft Pu""",75.58,FALSE,,,,Halloween,The Highest Heel,The Highest Heel,FALSE,
AVpfFxszilAPnD_xUu4c,Women's Vendy Ii,54.88,FALSE,WhiteSilver,,,,K-Swiss,,FALSE,
AVpffXWjLJeJML43-HHm,Donna Faux Suede Stilleto Very High Heel Nude Court Shoes,69.98,FALSE,,Synthetic,,,,ShuWish UK,FALSE,
AVpffxzDilAPnD_xcx74,Muk Luks Women's Polyester/ Acrylic Liza Boots,30.49,FALSE,"Black,Blue,Grey",,,,Muk Luks,,TRUE,
AVpffY7AilAPnD_xcquU,Mizuno Wave Legend 3 Women  Round Toe Synthetic White Running Shoe,110,FALSE,,Synthetic,,,Mizuno,Mizuno,FALSE,
AVpfFY8_1cnluZ0-dkD2,Yellow Box Balendin Women  Moc Toe Suede  Boot,139,FALSE,,Suede,,,Yellow Box,Yellow Box,TRUE,
AVpfFyaH1cnluZ0-ds2U,Cobb Hill By New Balance Wow Women Us 6 Multi Color Flats,70,FALSE,,Synthetic,,,COBB HILL BY NEW BALANCE,,TRUE,
AVpfFYGM1cnluZ0-djwb,Toms Women's Classic Burlap Black Burlap Low Top Canvas Flat Shoe - 6.5m,47.72,FALSE,Black Burlap,,,Fashion,TOMS,Toms,FALSE,
AVpfFyHFilAPnD_xUvB3,Blundstone Men's 062 Chisel Toe Boot Black 7.5 Au/uk,169.95,FALSE,,,,,Blundstone,,FALSE,
AVpfFz4OilAPnD_xUvnQ,"Icebug 55326-9e/l10.5 Speed-l Bugrip Women's Footwear, Azalea, 10.5",219.99,FALSE,,,,,,Icebug,FALSE,
AVpffz8eilAPnD_xcyo4,Blancho Lottle B Womens Styling Shoes,19.99,FALSE,,,,,,Blancho,FALSE,
AVpfFZA_ilAPnD_xUmZ-,Mia Ballerina   Round Toe Synthetic  Flats,50,FALSE,Gray,Synthetic,,,Mia,MIA,TRUE,
AVpfFzCwLJeJML432Lgm,Minnetonka Womens 416 Tan Suede Softsole Beaded Ankle Boot Moccasin 4m New,39.95,FALSE,Tan,,New with box,,Minnetonka,,TRUE,
AVpffzjPilAPnD_xcygV,Nike Rosherun Woven Women  Round Toe Canvas Blue Sneakers,95,FALSE,Blue,Canvas,,,Nike,Nike,FALSE,
AVpfFZLAilAPnD_xUmdo,"Sneed- Women's Dance Shoes Latin Pu Low Heel (more Colors), Leopard-us10.5 / Eu27 / Uk9.5 Little Kids , Leopard-us10.5 / Eu27 / Uk9.5 Little Kids",62,FALSE,,,,,,SNEED,FALSE,
AVpffzwTilAPnD_xcyk1,Bearpaw Women's Emma Short Natural Snake Print Ankle-high Suede Boot - 6m,48.83,FALSE,Natural Snake Print,,,Cold Weather,Bearpaw,Bearpaw,FALSE,
AVpfG_4Z1cnluZ0-eGzS,Pikolinos Margarita Women  Open Toe Leather  Wedge Sandal,170,FALSE,,Leather,,,Pikolinos,Pikolinos,TRUE,
AVpfg_fJilAPnD_xdIY0,Nina Culver Peep Toe Textile Pumps Heels Shoes New/display,79,FALSE,Purple,,,,Nina,,FALSE,
AVpfG_PTLJeJML432k5_,Yu&yu Leatherette Women's Chunky Heel Slide Slippers Shoes(more Colors),106.54,FALSE,"Red,Black",,,,,Qianyuyu,FALSE,
AVpfg0rWLJeJML43-iNc,Women's VANELi Aroma Slip-On T.Moro Amazzonia Print/Castagna Nappa by Vaneli,134.95,FALSE,,,,,Vaneli,,TRUE,United States
AVpfg0zqilAPnD_xdFUp,Lifestride Women's Ravish Ws Riding Boot,54.99,FALSE,"Black,Dark Chocolate,Dark Grey",Man Made,,,LifeStride,LifeStride,TRUE,
AVpfg1vxilAPnD_xdFkj,Derek Lam Dyls   Open Toe Suede  Gladiator Sandal,295,FALSE,Black,Suede,,,Derek Lam,Derek Lam,TRUE,
AVpfg24FLJeJML43-izf,G.c. Shoes Ricci Women  Open-toe Synthetic  Slingback Sandal,60,FALSE,,Synthetic,,,G.C. Shoes,G.C. Shoes,TRUE,
AVpfG2Pm1cnluZ0-eDfv,Living Health Products Boob-004-04 Boob Slippers - Size: 8 Mens / 9 Womens,24.95,FALSE,,,,,Deluxe Comfort,Deluxe Comfort,FALSE,
AVpfg2xq1cnluZ0-mFML,Michael Michael Kors Valin Runway Women  Round Toe Leather  Sneakers,350,FALSE,,Leather,,,MICHAEL Michael Kors,MICHAEL Michael Kors,FALSE,
AVpfG3_kLJeJML432icu,Style & Co Bessy Women  Open Toe Synthetic  Wedge Heel,55,FALSE,Blue,Synthetic,,,Style & Co.,Style & Co,FALSE,
AVpfG3A8ilAPnD_xVF-L,Soda Oracle-s Women's Cuff Down Lace-up Combat Boots,55.98,FALSE,NATURAL,,,Casual,Soda,,TRUE,
AVpfg40kLJeJML43-jZA,Lucky Brand Centiee Women  Open Toe Leather  Gladiator Sandal,40.19,FALSE,,Leather,,,Lucky Brand,Lucky Brand,TRUE,
AVpfG-4C1cnluZ0-eGdg,Olukai Paniolo Sandal - Women's Natural/natural 6,84.99,FALSE,,,,,OluKai,unknown,FALSE,
AVpfG4ieilAPnD_xVGgb,Yu&yu Women's Shoes Canvas Low Heel Round Toe Fashion Sneakers Outdoor/casual Black/beige,92.96,FALSE,"Black,Beige",,,,,Qianyuyu,FALSE,
AVpfG5j0LJeJML432jAS,Womens Clear Platforms 7 Inch Heels Rhinestone Sandals Ankle Strap Dancer Shoes,89.95,FALSE,,Synthetic,,,Summit Fashions,,TRUE,
AVpfg5rv1cnluZ0-mGEF,Women's Pleaser Classique 20 Pump Silver Metallic PU by Pleaser,49.95,FALSE,,,,,Pleaser,,FALSE,United States
AVpfg-5VLJeJML43-lK-,Enzo Angiolini Womens Arlee Platform Pump Shoe,120,FALSE,White,Leather,,,Enzo Angiolini,Enzo Angiolini,TRUE,
AVpfg68vilAPnD_xdHDn,Dr. Scholl's Warner Women  Open Toe Leather  Wedge Sandal,108,FALSE,,Leather,,,Dr. Scholl's,Dr. Scholl's,FALSE,
AVpfG6pIilAPnD_xVHPq,See By Chloe Sb17140 Black Womens Shoes Size 8 M Heels Msrp $395,197.5,FALSE,Blacks,,,,See by Chloe,,TRUE,
AVpfG6xcLJeJML432ja2,'lauren' Sandal (women),127.95,FALSE,,,,,Jack Rogers,,FALSE,
AVpfg766LJeJML43-kRE,Cxyy Summer High Sneakers Women Casual Shoes Fashion Wing Platform Students Hand-painted Shoes,51.34,FALSE,"c,d,a,b",,,,,CXYY Sports,FALSE,
AVpfg7GILJeJML43-kCI,White Mountain Ticket Women Us 7.5 Tan Bootie Uk 5.5 Eu 38,69,FALSE,,Synthetic,,,White Mountain,,TRUE,
AVpfG7gMilAPnD_xVHhV,Women's White Mountain Gull Mule Blue Nubuck/Metallic Smooth,70.95,TRUE,"Blue Nubuck,Metallic Smooth",,,,White Mountain,,TRUE,
AVpfg7Zy1cnluZ0-mGjo,'solar' Platform Wedge Sandal (women),39.9,FALSE,,,,,BP.,,FALSE,
AVpfG80w1cnluZ0-eFxq,Roxy Tunisia Women  Open Toe Synthetic  Flip Flop Sandal,32,FALSE,White,Synthetic,,,Roxy,Roxy,TRUE,
AVpfG8dhLJeJML432j_k,Nike Free 4.0 Women  Round Toe Synthetic Purple Running Shoe,130,FALSE,,Synthetic,,,Nike,Nike,FALSE,
AVpfg8EqilAPnD_xdHZD,Women's L'Artiste by Spring Step Chino Natural Leather by L'Artiste by Spring Step,99.95,FALSE,Brown,,,,L'Artiste by Spring Step,,FALSE,United States
AVpfg91dLJeJML43-k2i,American Rag Peyton Women Us 8.5 Black Ankle Boot Pre Owned Blemish 1650,16.99,FALSE,Black,Synthetic,,,American Rag,,TRUE,
AVpfG9b8LJeJML432kUE,Karen Scott Women's Dashy Platform Wedge Sandals,29.04,FALSE,"Beige,Black,Blue,White,Coral,Natural",,,,Karen Scott,Karen Scott,FALSE,
AVpfG9SjilAPnD_xVIH0,Unique Bargains Women's Pointed Toe Stiletto Heel Ankle Strap Pumps,55.99,FALSE,Red,Vamp PU Outsole Rubber Heel PU,,,Unique Bargains,,FALSE,
AVpfGA2cilAPnD_xU0ON,Yu&yu Women's Shoes Twill Comfort Flats Casual Navy,212.31,FALSE,Navy,,,,,Qianyuyu,FALSE,
AVpfGA3t1cnluZ0-dx-M,Dana Davis Lola Women  Open Toe Canvas  Platform Heel,395,FALSE,Gray,Canvas,,dress,Dana Davis,Dana Davis,TRUE,
AVpfGA89LJeJML432QbZ,Nike Women's Flyknit Lunar 3 Running Shoes,150,FALSE,,,,,Nike,,FALSE,
AVpfGaBC1cnluZ0-d6KU,Legendary Whitetails Ladies Seaside Flip Flops,10.99,FALSE,,,,,Legendary Whitetails,Legendary Whitetails,FALSE,
AVpfg-adLJeJML43-lBE,Skechers Women's A-lister Running Athletic Shoe - Grey/pink Wide Width,64.99,FALSE,GreyPink,,,,Skechers,,FALSE,
AVpfGaIV1cnluZ0-d6Mt,Asics Women's Gel-Nimbus 16 Lightning/White/Turquoise Running Shoe,111.37,FALSE,"Red,LightningWhiteTurquoise",Mesh,New with box,Running Shoes,Asics,asics,FALSE,
AVpfgalfilAPnD_xc9_E,Mia Women's Excursion Ankle Boot,34.94,FALSE,,,,,MIA,,FALSE,
AVpfgaUxilAPnD_xc957,"Gentle Souls 7104 Womens Black Motorcycle Boots Shoes 10 Medium (b,m) Bhfo",93.99,FALSE,Black,Leather/Man Made,,,Gentle Souls,,TRUE,
AVpfGAySLJeJML432QXv,Dkny Cred Neon Pulse Orange Womens Shoes Size 7.5 M Fashion Sneakers Msrp $125,42.5,TRUE,Oranges,leather-and-fabric,,,DKNY,,TRUE,
AVpfGb321cnluZ0-d6vd,Allegra K Women's Square Peep Toe Slip On Chunky High Heel Mules Black (size 10.5),67.99,FALSE,,PU,,,G ANTINI,,FALSE,
